Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
EAC114f001;Werkstoff des Überlegers;alphanumerisch;pc-6.1
EAC115f001;Werkstoff des Unterteils;alphanumerisch;pc-6.1
EAC161f001;Auslösecharakteristik;alphanumerisch;pc-6.1
EAC162f001;Bemessungsschaltvermögen nach EN 60898;numerisch;pc-6.1
EAC163f001;Bemessungsschaltvermögen nach IEC 60947-2;numerisch;pc-6.1
EAC164f001;Bemessungsstrom;numerisch;pc-6.1
EAC165f001;Breite in Teilungseinheiten;numerisch;pc-6.1
EAA074f001;Einbautiefe;numerisch;pc-6.1
EAC166f001;Energiebegrenzungsklasse;numerisch;pc-6.1
AAC631f001;Frequenz;numerisch;pc-6.1
EAC167f001;Mitschaltender Neutralleiter;logisch;pc-6.1
EAC168f001;Überspannungskategorie;numerisch;pc-6.1
EAC169f001;Zusatzeinrichtungen möglich;logisch;pc-6.1
AAB607f001;Querschnitt;numerisch;pc-6.1
EAA568f001;Anzahl der Einzeldrähte;numerisch;pc-6.1
EAA639f001;Durchmesser der Einzeldrähte;numerisch;pc-6.1
EAA567f001;Werkstoff-Mantel;alphanumerisch;pc-6.1
EAA640f001;Anwendung Blitzschutz;logisch;pc-6.1
EAB774f001;Dauerspannung AC;numerisch;pc-6.1
EAB775f001;Bemessungsspannung AC;numerisch;pc-6.1
EAB776f001;Kriechweg;numerisch;pc-6.1
EAA624f001;Isolator;logisch;pc-6.1
EAA625f001;Anzahl der Anschlüsse Rundleiter 8 mm;numerisch;pc-6.1
EAA626f001;Anzahl der Anschlüsse Rundleiter 10 mm;numerisch;pc-6.1
EAA627f001;Anzahl der Anschlüsse Rundleiter 8-10 mm;numerisch;pc-6.1
EAA628f001;Anzahl der Anschlüsse Flachleiter bis 30 mm;numerisch;pc-6.1
EAA629f001;Anzahl der Anschlüsse Flachleiter bis 40 mm;numerisch;pc-6.1
EAA630f001;Anzahl der Anschlüsse Leitung bis 6 mm² starr;numerisch;pc-6.1
EAA631f001;Anzahl der Anschlüsse Leitung bis 16 mm² starr;numerisch;pc-6.1
EAA632f001;Anzahl der Anschlüsse Leitung bis 25 mm² starr;numerisch;pc-6.1
EAA633f001;Anzahl der Anschlüsse Leitung bis 95 mm² starr;numerisch;pc-6.1
EAA634f001;Werkstoff der Kontaktschiene;alphanumerisch;pc-6.1
EAA635f001;Oberfläche der Kontaktschiene;alphanumerisch;pc-6.1
EAA636f001;Werkstoff der Klemme;alphanumerisch;pc-6.1
EAA637f001;Oberfläche der Klemme;alphanumerisch;pc-6.1
EAC125f001;Anzahl der Anschlüsse Rundleiter gesamt;numerisch;pc-6.1
EAB777f001;Anzeige am Gerät;alphanumerisch;pc-6.1
EAB778f001;Auswertung;alphanumerisch;pc-6.1
EAA588f001;Zweimetallverbinder;logisch;pc-6.1
EAA590f001;Integrierte Rundleiterführung;logisch;pc-6.1
EAA239f001;Leiter-Durchmesser;numerisch;pc-6.1
EAA566f001;Werkstoff-Eigenschaft;alphanumerisch;pc-6.1
EAC117f001;Nennableitstrom (8/20);numerisch;pc-6.1
EAA586f001;Werkstoff des Anschlusses;alphanumerisch;pc-6.1
EAB779f001;Anzahl der Staberder/Tiefenerder;numerisch;pc-6.1
EAB780f001;Anzahl der Erdanschlussklemmen;numerisch;pc-6.1
EAB781f001;Anzahl der Erdungsrohrschellen;numerisch;pc-6.1
EAB782f001;Anzahl der Rundleiter/Draht für Blitzschutz;numerisch;pc-6.1
EAB783f001;Anzahl der Fangeinrichtungen für Blitzschutz;numerisch;pc-6.1
EAB784f001;Anzahl der Erdeinführungsstangen für Blitzschutz;numerisch;pc-6.1
EAB785f001;Anzahl der Dachleitungshalter für Blitzschutz;numerisch;pc-6.1
EAB786f001;Anzahl der Leitungshalter für Blitzschutz;numerisch;pc-6.1
EAB787f001;Anzahl der Stangenhalter für Blitzschutz;numerisch;pc-6.1
EAB788f001;Anzahl der Distanzhalter für Blitzschutz;numerisch;pc-6.1
EAB789f001;Anzahl der Schutz-/Trennfunkenstrecken für Blitzschutz;numerisch;pc-6.1
EAB790f001;Anzahl der Rohrschellen für Blitzschutz;numerisch;pc-6.1
EAB791f001;Anzahl der Trennklemmen für Blitzschutz;numerisch;pc-6.1
EAB792f001;Anzahl der Anschlussklemmen für Blitzschutz;numerisch;pc-6.1
EAB793f001;Anzahl der Verbinder für Blitzschutz;numerisch;pc-6.1
EAB794f001;Anzahl der Erdungsplatten;numerisch;pc-6.1
EAB795f001;Anzahl der Anschlussklemmen für Stab-/Tiefenerder;numerisch;pc-6.1
EAB796f001;Anzahl der Flachleiter/Band für Blitzschutz;numerisch;pc-6.1
EAB797f001;Anzahl der Potenzialausgleich-Schienen;numerisch;pc-6.1
EAB798f001;Anzahl der Metallseile;numerisch;pc-6.1
EAB799f001;Anzahl der Erdungsfestpunkte;numerisch;pc-6.1
EAB800f001;Anzahl der Sockel für Fangeinrichtung Blitzschutz;numerisch;pc-6.1
EAB801f001;Anzahl der Einschlaghilfen für Stab-/Tiefenerder;numerisch;pc-6.1
EAB802f001;Anzahl der C-Klemmen für Runddraht;numerisch;pc-6.1
EAB803f001;Anzahl der Erdungsbandklemmen;numerisch;pc-6.1
EAB804f001;Mit Zubehör;logisch;pc-6.1
EAB805f001;Anzahl der Basiselemente für Überspannungsableiter;numerisch;pc-6.1
EAB806f001;Anzahl der Blitzstromableiter für Energietechnik;numerisch;pc-6.1
EAB807f001;Anzahl der Blitzstromableiter für Informations-/MSR-Technik;numerisch;pc-6.1
EAB808f001;Anzahl der Entkopplungsdrosseln für inneren Blitzschutz;numerisch;pc-6.1
EAB809f001;Anzahl der Fernmeldemodule für Blitz-/Überspannungsableiter;numerisch;pc-6.1
EAB810f001;Anzahl der Geräteüberspannungsschutz für Energietechnik/Stromversorgung;numerisch;pc-6.1
EAB811f001;Anzahl der Kombi-Ableiter für Energietechnik;numerisch;pc-6.1
EAB812f001;Anzahl der Kombi-Ableiter für Informations-/MSR-Technik;numerisch;pc-6.1
EAB813f001;Anzahl der Prüf- und Testgeräte für Überspannungsschutz;numerisch;pc-6.1
EAB814f001;Anzahl der Überspannungsableiter für Energietechnik/Stromversorgung;numerisch;pc-6.1
EAB815f001;Anzahl der Überspannungsableiter für Informations-/MSR-Technik;numerisch;pc-6.1
EAB816f001;Anzahl der Überspannungsschutzgeräte für Energie- u. Informationstechnik;numerisch;pc-6.1
EAB817f001;Mit Gehäuse;logisch;pc-6.1
EAA655f001;Aufnahme Fangstange;alphanumerisch;pc-6.1
EAA558f001;Profilart;alphanumerisch;pc-6.1
EAA584f001;Befestigungsart Stange;alphanumerisch;pc-6.1
EAA585f001;Stangendurchmesser;numerisch;pc-6.1
EAA591f001;Geeignet für Verbindung;alphanumerisch;pc-6.1
EAA605f001;Prüfklasse Typ 2;logisch;pc-6.1
EAC122f001;Schutzpegel Ader/Signalground;numerisch;pc-6.1
EAC123f001;Schutzpegel Signalground/Protectiveground;numerisch;pc-6.1
EAA641f001;Ableiter-Höchste Dauerspannung;numerisch;pc-6.1
EAA642f001;Schutzpegel Ader/Neutralleiter;numerisch;pc-6.1
EAA643f001;Signal-Nennspannung DC;numerisch;pc-6.1
EAA644f001;Signal-Nennspannung AC;numerisch;pc-6.1
EAA645f001;Signal-Höchste Dauerspannung DC;numerisch;pc-6.1
EAA646f001;Signal-Höchste Dauerspannung AC;numerisch;pc-6.1
EAA647f001;Signal-Nennlaststrom;numerisch;pc-6.1
EAA648f001;Signal-Nennableitstoßstrom (8/20);numerisch;pc-6.1
EAA649f001;Signal-Schutzpegel Ader/Erde;numerisch;pc-6.1
EAA650f001;Signal-Schutzpegel Ader/Ader;numerisch;pc-6.1
EAA651f001;Signal-Grenzfrequenz;numerisch;pc-6.1
EAB819f001;Anzahl der Einheiten;numerisch;pc-6.1
EAB820f001;Montagerichtung;alphanumerisch;pc-6.1
EAB821f001;Geeignet für Unterputz-Installation;logisch;pc-6.1
EAB822f001;Geeignet für Unterflurkanaldose;logisch;pc-6.1
EAB823f001;Geeignet für Geräteeinbaukanal;logisch;pc-6.1
EAB824f001;Geeignet für Einbauinstallation;logisch;pc-6.1
EAB825f001;Flächenbündige Ausführung;logisch;pc-6.1
EAB826f001;Mit Textfeld/Beschriftungsfläche;logisch;pc-6.1
EAB828f001;Werkstoffgüte;alphanumerisch;pc-6.1
EAB829f001;Halogenfrei;logisch;pc-6.1
EAB830f001;Ausführung der Oberfläche;alphanumerisch;pc-6.1
EAB831f001;RAL-Nummer (ähnlich);numerisch;pc-6.1
EAB832f001;Mit Klappdeckel;logisch;pc-6.1
EAB833f001;Aufdruck/Kennzeichnung;alphanumerisch;pc-6.1
EAB834f001;Geeignet für Bussystem-Tasterankopplung;logisch;pc-6.1
EAB835f001;Mit Kontrollfenster/Lichtauslass;logisch;pc-6.1
EAB836f001;Mit Beschriftungsfeld;logisch;pc-6.1
EAB837f001;Mit austauschbarer Linse/Symbol;logisch;pc-6.1
EAB838f001;Geeignet für Schutzart (IP);alphanumerisch;pc-6.1
EAA004f001;Zusammenstellung;alphanumerisch;pc-6.1
EAB839f001;Mit Abdeckrahmen;logisch;pc-6.1
EAB840f001;Mit Kanaleinführung;logisch;pc-6.1
EAB841f001;Mit Kabeleinführung;logisch;pc-6.1
EAB842f001;Mit Verschraubungseinführung;logisch;pc-6.1
EAC485f001;Anzahl der Zählerfelder;numerisch;pc-6.1
EAC522f001;Hauptschalter-Bemessungsstrom;numerisch;pc-6.1
EAC060f001;Mit FI-Schalter;logisch;pc-6.1
EAB843f001;Geeignet für Dimmeinsatz;logisch;pc-6.1
EAB844f001;Geeignet für Jalousieeinsatz;logisch;pc-6.1
EAB845f001;Geeignet für Schalteinsatz;logisch;pc-6.1
EAA025f001;Fassung;alphanumerisch;pc-6.1
EAB846f001;Mit Sprachdurchsagefunktion;logisch;pc-6.1
EAB847f001;Mit Tuner;logisch;pc-6.1
EAB848f001;Anzahl der Programmspeicherplätze;numerisch;pc-6.1
EAB849f001;RDS;logisch;pc-6.1
EAB850f001;Mit Frequenzanzeige;logisch;pc-6.1
EAB851f001;Anzahl der Analogeingänge;numerisch;pc-6.1
EAB852f001;Anzahl der Analogausgänge;numerisch;pc-6.1
EAB853f001;Musikbelastbarkeit;numerisch;pc-6.1
EAB854f001;Nennbelastbarkeit;numerisch;pc-6.1
EAB855f001;Impedanz;numerisch;pc-6.1
EAB856f001;Min. Frequenzbereich;numerisch;pc-6.1
EAB857f001;Max. Frequenzbereich;numerisch;pc-6.1
EAB858f001;Geeignet für Leuchtstofflampe/Energiesparlampe;logisch;pc-6.1
EAB859f001;Geeignet für 230 V Glühlampe/Halogenlampe;logisch;pc-6.1
EAB860f001;Geeignet für gewickelten Niedervolttrafo;logisch;pc-6.1
EAB861f001;Geeignet für elektronischen Niedervolttrafo;logisch;pc-6.1
EAB862f001;Geeignet für Treppenlichtzeitschalter;logisch;pc-6.1
EAB863f001;Nur geeignet als Nebenstelle;logisch;pc-6.1
EAB864f001;Eingang für Nebenstelle;logisch;pc-6.1
EAB865f001;Mit N-Leiter;logisch;pc-6.1
EAB866f001;Zwangsabschaltung;logisch;pc-6.1
EAB869f001;Max. Schaltleistung;numerisch;pc-6.1
EAB870f001;Max. Einschaltstrom;numerisch;pc-6.1
EAB871f001;Max. Anzahl der Systemsensoren;numerisch;pc-6.1
EAB872f001;Mit Konstantlichtregelung;logisch;pc-6.1
EAB873f001;HLK-Ansteuerung;logisch;pc-6.1
EAB874f001;Tierschneise;logisch;pc-6.1
EAB875f001;Unterkriechschutz/Rückfeldüberwachung;logisch;pc-6.1
EAB877f001;Optimale Montagehöhe;numerisch;pc-6.1
EAB878f001;Treppenhausüberwachung;logisch;pc-6.1
EAB879f001;Überbrückungsschalter;logisch;pc-6.1
EAB880f001;Max. Reichweite zu einer Seite;numerisch;pc-6.1
EAB881f001;Max. Reichweite frontal;numerisch;pc-6.1
EAB882f001;Erfassungsfeld Durchmesser auf Fußboden;numerisch;pc-6.1
EAB883f001;Geeignet für drahtlose Übertragung;logisch;pc-6.1
EAB884f001;Fernbedienbar;logisch;pc-6.1
EAB886f001;Ansprechempfindlichkeit einstellbar;logisch;pc-6.1
EAB887f001;Ansprechhelligkeit einstellbar;logisch;pc-6.1
EAB888f001;Mit Signaleinheit;logisch;pc-6.1
EAB889f001;Mit Teach-Funktion für Ansprechhelligkeit;logisch;pc-6.1
EAB890f001;Abdimmfunktion mit Dimmeinsatz;logisch;pc-6.1
EAB891f001;Min. Einschaltdauer;numerisch;pc-6.1
EAB892f001;Max. Einschaltdauer;numerisch;pc-6.1
EAB893f001;Min. Erfassungswinkel horizontal;numerisch;pc-6.1
EAB894f001;Max. Erfassungswinkel horizontal;numerisch;pc-6.1
EAB895f001;Min. Ansprechhelligkeit;numerisch;pc-6.1
EAB896f001;Max. Ansprechhelligkeit;numerisch;pc-6.1
EAB897f001;Mit Nebenstelleneingang;logisch;pc-6.1
EAB898f001;Steuerstrom;numerisch;pc-6.1
EAB899f001;Mit Alarmfunktion;logisch;pc-6.1
EAB900f001;Montagehöhe;numerisch;pc-6.1
EAB901f001;Bedruckbar mit;alphanumerisch;pc-6.1
EAB902f001;Geeignet für Leitungsführungskanal;logisch;pc-6.1
EAC561f001;Uhrzeit-Stellung;numerisch;pc-6.1
EAC435f001;Militärausführung;logisch;pc-6.1
EAB676f001;Anzahl der Schuko-Steckdosen;numerisch;pc-6.1
EAC331f001;CEE-Steckdose - 16 A;alphanumerisch;pc-6.1
EAB915f001;Art des Sensors;alphanumerisch;pc-6.1
EAB916f001;Min. Einschalthelligkeit;numerisch;pc-6.1
EAB917f001;Max. Einschalthelligkeit;numerisch;pc-6.1
EAB918f001;Min. Ausschalthelligkeit;numerisch;pc-6.1
EAB919f001;Max. Ausschalthelligkeit;numerisch;pc-6.1
EAB920f001;Ausschaltverzögerung;numerisch;pc-6.1
EAB921f001;Einschaltverzögerung;numerisch;pc-6.1
EAB922f001;Max. Schaltstrom (Ohmsche Last);numerisch;pc-6.1
EAB903f001;Bedienungsart;alphanumerisch;pc-6.1
EAB904f001;Seriendimmer;logisch;pc-6.1
EAB905f001;Lastart;alphanumerisch;pc-6.1
EAB906f001;Mit Lichtwertspeicher;logisch;pc-6.1
EAB907f001;Verwendbar mit Taste;logisch;pc-6.1
EAB908f001;Verwendbar mit Bewegungsmelder;logisch;pc-6.1
EAB909f001;Verwendbar mit Präsenzmelder;logisch;pc-6.1
EAB910f001;Verwendbar mit Zeitschalter/Timer;logisch;pc-6.1
EAB911f001;Verwendbar mit Funktaste;logisch;pc-6.1
EAB912f001;Verwendbar mit IR-Taste;logisch;pc-6.1
EAB913f001;Schaltungsart;alphanumerisch;pc-6.1
EAB914f001;Schaltstrom;numerisch;pc-6.1
EAB923f001;Min. Schaltleistung;numerisch;pc-6.1
EAB925f001;Min. Schaltleistung HLK;numerisch;pc-6.1
EAB926f001;Max. Schaltleistung HLK;numerisch;pc-6.1
EAB927f001;Anzahl der Einbaudosen;numerisch;pc-6.1
EAB928f001;Beleuchtung integriert;logisch;pc-6.1
EAB929f001;Schaltfunktion;alphanumerisch;pc-6.1
AAB860f001;Art der Anzeige;alphanumerisch;pc-6.1
EAA047f001;Leiterquerschnitt;numerisch;pc-6.1
EAB930f001;Geeignet für Dimmer;logisch;pc-6.1
EAB931f001;Geeignet für Pulsdrücker;logisch;pc-6.1
EAB932f001;Geeignet für Rollladenschalter;logisch;pc-6.1
EAB933f001;Geeignet für Jalousieschalter;logisch;pc-6.1
EAB934f001;Geeignet für Jalousie-/Rollladenschalter;logisch;pc-6.1
EAB935f001;Geeignet für Schalter;logisch;pc-6.1
EAB936f001;Im Gehäuse;logisch;pc-6.1
EAB937f001;Im Röhrensockelgehäuse;logisch;pc-6.1
EAB941f001;Als Modul/Platine;logisch;pc-6.1
EAB943f001;Tast-Betrieb;logisch;pc-6.1
EAB944f001;Schalt-Betrieb;logisch;pc-6.1
EAB945f001;Mit Funkhandsender;logisch;pc-6.1
EAB946f001;Mit Funkcodiergerät;logisch;pc-6.1
EAB947f001;Mit Funktaster;logisch;pc-6.1
EAB948f001;Anzahl der Relais;numerisch;pc-6.1
EAB949f001;Funkfrequenz;numerisch;pc-6.1
EAB950f001;Modulation;alphanumerisch;pc-6.1
EAB951f001;Rollingcode-System;logisch;pc-6.1
EAB952f001;Codelänge (Bit);numerisch;pc-6.1
EAB953f001;Anzahl der Befehle;numerisch;pc-6.1
EAB965f001;Klemmen;alphanumerisch;pc-6.1
EAB966f001;Anschlusstechnik;alphanumerisch;pc-6.1
EAB954f001;Anzahl der Bedienelemente;numerisch;pc-6.1
EAB955f001;Anschlussart;alphanumerisch;pc-6.1
EAB956f001;Anzahl der Pole;alphanumerisch;pc-6.1
EAB957f001;Min. Einbau-Ausschnitt;numerisch;pc-6.1
EAB958f001;Max. Einbau-Ausschnitt;numerisch;pc-6.1
EAB959f001;Einbau-Wandstärke;numerisch;pc-6.1
EAB960f001;Umlaufrand;logisch;pc-6.1
EAB964f001;Beleuchtung;alphanumerisch;pc-6.1
EAB961f001;Farbe des Bedienelements;alphanumerisch;pc-6.1
EAB962f001;RAL-Nummer (ähnlich) Bedienelement;numerisch;pc-6.1
EAB963f001;RAL-Nummer (ähnlich) Gehäuse;numerisch;pc-6.1
EAB967f001;Befestigung selbstklebend;logisch;pc-6.1
EAB968f001;Bedruckt;logisch;pc-6.1
EAB971f001;Art des Leuchtmittels;alphanumerisch;pc-6.1
EAB970f001;Mit Blinklicht;logisch;pc-6.1
EAB972f001;Mit feststehendem Symbol/Aufdruck;logisch;pc-6.1
EAB973f001;Mit austauschbarem Symbol;logisch;pc-6.1
EAB974f001;Verwendung als Taster;alphanumerisch;pc-6.1
EAB975f001;Farbe des Leuchtmittels;alphanumerisch;pc-6.1
EAA086f001;Max. Lampenleistung;numerisch;pc-6.1
EAB976f001;Geeignet für IR-Dimmer/Dimmeinsatz;logisch;pc-6.1
EAB977f001;Geeignet für IR-Taster;logisch;pc-6.1
EAB978f001;Geeignet für IR-Jalousieschalter/Jalousieeinsatz;logisch;pc-6.1
EAB979f001;Geeignet für IR-Schalter/Schalteinsatz;logisch;pc-6.1
EAB980f001;Geeignet für Versorgungs-/Schalteinheit;logisch;pc-6.1
EAB981f001;Mit Anzeige;logisch;pc-6.1
EAB982f001;Montage in Einbaudose;logisch;pc-6.1
EAB983f001;Basiselement;logisch;pc-6.1
EAB984f001;Zwischenstecker;logisch;pc-6.1
EAB985f001;Pulskontakt;logisch;pc-6.1
EAB986f001;Jalousieschaltung;logisch;pc-6.1
EAB987f001;Tast-/Tipp-Bedienung;logisch;pc-6.1
EAB988f001;Beleuchtet;logisch;pc-6.1
EAB989f001;Tastschalter;logisch;pc-6.1
EAB990f001;Anzahl der Betätigungswippen;numerisch;pc-6.1
EAB991f001;Schaltstrom für Leuchtstofflampen;numerisch;pc-6.1
EAB992f001;Waschmaschinenschalter;logisch;pc-6.1
EAB993f001;Elektrische und mechanische Verriegelung;logisch;pc-6.1
EAB994f001;Mechanisch bedienbar;logisch;pc-6.1
EAB995f001;Elektronisch bedienbar;logisch;pc-6.1
EAB996f001;Integrierte Zeitschaltuhr;logisch;pc-6.1
EAB997f001;Mit Helligkeitssensoranschluss;logisch;pc-6.1
EAB998f001;Geeignet für Windsensor;logisch;pc-6.1
EAB999f001;Geeignet für Regensensor;logisch;pc-6.1
EAC000f001;Mit Glasbruchmelderanschluss;logisch;pc-6.1
EAC001f001;Mit Astro-Programm;logisch;pc-6.1
EAC002f001;Mit Memory-Funktion;logisch;pc-6.1
EAC003f001;Min. Sonnenschutzwert einstellbar;numerisch;pc-6.1
EAC004f001;Max. Sonnenschutzwert einstellbar;numerisch;pc-6.1
EAC005f001;Min. Dämmerungswert einstellbar;numerisch;pc-6.1
EAC006f001;Max. Dämmerungswert einstellbar;numerisch;pc-6.1
EAC007f001;Mit Zufallsgenerator;logisch;pc-6.1
EAC008f001;Aussperrsicherung;logisch;pc-6.1
EAA072f001;Gangreserve;numerisch;pc-6.1
EAC009f001;Mit Schlüssel;logisch;pc-6.1
EAA771f001;Länge der Anschlussleitung;numerisch;pc-6.1
EAC010f001;Tragring;logisch;pc-6.1
EAC011f001;Mit Staubschutz;logisch;pc-6.1
EAC012f001;Beschriftungsfeld;alphanumerisch;pc-6.1
EAC013f001;Mit Aufdruck;logisch;pc-6.1
EAA150f001;Mit Zugentlastung;logisch;pc-6.1
EAC070f001;Lüsterklemme;logisch;pc-6.1
EAC014f001;Min. Anschlussleistung;numerisch;pc-6.1
AAB852f001;Max. Anschlussleistung;numerisch;pc-6.1
EAC016f001;Geeignet für Aufputzgehäuse für Unterputzgerät;logisch;pc-6.1
EAC017f001;Spannung umschaltbar;logisch;pc-6.1
EAC018f001;Nennspannung niedriger Wert;numerisch;pc-6.1
EAC019f001;Nennspannung hoher Wert;numerisch;pc-6.1
EAB125f001;Stromstärke;numerisch;pc-6.1
EAC025f001;Mit Amerika-Stecker;logisch;pc-6.1
EAC026f001;Mit Südeuropa-Stecker;logisch;pc-6.1
EAC027f001;Mit Commonwealth-Stecker;logisch;pc-6.1
EAC032f001;Ausführung des Schalters;alphanumerisch;pc-6.1
EAC033f001;Ausführung der Steckdose;alphanumerisch;pc-6.1
EAC034f001;Nennstrom Steckdose;numerisch;pc-6.1
EAC028f001;Flanschmaß;alphanumerisch;pc-6.1
EAC029f001;Für erschwerte Bedingungen (nach VDE);logisch;pc-6.1
EAC030f001;Steckrichtung;alphanumerisch;pc-6.1
EAA678f001;RAL-Nummer;numerisch;pc-6.1
EAC031f001;Geeignet für Schutzkontaktstift;logisch;pc-6.1
EAA479f001;Mit Handsender;logisch;pc-6.1
EAC036f001;Wandsender;logisch;pc-6.1
EAC037f001;Fenstersender;logisch;pc-6.1
EAC038f001;Signalübertragung;alphanumerisch;pc-6.1
EAC040f001;Geeignet für Anzeigeelement;logisch;pc-6.1
EAC041f001;Min. Windgeschwindigkeitswert einstellbar;numerisch;pc-6.1
EAC042f001;Max. Windgeschwindigkeitswert einstellbar;numerisch;pc-6.1
EAC043f001;Min. Temperaturwert einstellbar;numerisch;pc-6.1
EAC044f001;Max. Temperaturwert einstellbar;numerisch;pc-6.1
EAC046f001;Mit erhöhtem Berührungsschutz;logisch;pc-6.1
EAC047f001;Auswurfmechanismus;logisch;pc-6.1
EAC048f001;Mit Überspannungsschutz;logisch;pc-6.1
EAC049f001;Fehlerstromschutz;logisch;pc-6.1
EAC051f001;Mit Feinsicherung;logisch;pc-6.1
EAC050f001;Sonderstromversorgung;alphanumerisch;pc-6.1
EAC052f001;Abschaltbar;logisch;pc-6.1
EAC053f001;Verdrehter Zentraleinsatz;logisch;pc-6.1
EAC054f001;Bemessungsfehlerstrom;numerisch;pc-6.1
EAC055f001;Anzahl der Euro-Steckdosen;numerisch;pc-6.1
EAB675f001;Anzahl der CEE-Steckdosen;numerisch;pc-6.1
EAC056f001;Anzahl der Steckdosen mit Erdungsstift;numerisch;pc-6.1
EAC057f001;Anzahl der Kaltgeräte-Steckdosen;numerisch;pc-6.1
EAC058f001;Anzahl der sonstigen Steckdosen;numerisch;pc-6.1
EAC059f001;Ein-/Ausschalter;logisch;pc-6.1
EAC061f001;Netzentstörfilter;logisch;pc-6.1
AAB371f001;Mit Deckel;logisch;pc-6.1
EAB691f001;Länge der Zuleitung;numerisch;pc-6.1
EAA805f001;Geeignet für 19 Zoll-Einbau;logisch;pc-6.1
EAC064f001;Zentraleingang;logisch;pc-6.1
EAC065f001;Anzahl der anschließbaren Motoren;numerisch;pc-6.1
EAC081f001;Mit Textfeld;logisch;pc-6.1
EAC082f001;Abmessungen;alphanumerisch;pc-6.1
EAC066f001;Min. Zeiteinstellung;numerisch;pc-6.1
EAC067f001;Max. Zeiteinstellung;numerisch;pc-6.1
EAC068f001;Kürzester Schaltabstand;numerisch;pc-6.1
EAC069f001;Astroprogramm;logisch;pc-6.1
EAC071f001;Geeignet als Zentralplatte;logisch;pc-6.1
EAC072f001;Geeignet für Hilferufschalter;alphanumerisch;pc-6.1
EAC073f001;Geeignet für Einstellschalter;logisch;pc-6.1
EAC074f001;Geeignet für Zugkontakt;logisch;pc-6.1
EAC075f001;Geeignet für Steckdose;alphanumerisch;pc-6.1
EAA777f001;Busfähig;logisch;pc-6.1
EAC076f001;Geeignet für Hilferuf;alphanumerisch;pc-6.1
EAC077f001;Geeignet für Schwesternrufsystem;logisch;pc-6.1
EAC078f001;Geeignet für Radioübertragung;logisch;pc-6.1
EAC079f001;Geeignet für Programmwahlschalter;logisch;pc-6.1
EAC080f001;Blindplatte;logisch;pc-6.1
EAA273f001;AWG-Querschnitt;numerisch;pc-6.1
EAA032f001;Ader-Isolation;alphanumerisch;pc-6.1
EAA287f001;Mit Schirm;logisch;pc-6.1
EAA284f001;Ader-Farbe;alphanumerisch;pc-6.1
EAA251f001;Halogenfrei nach EN 50267-2-2;logisch;pc-6.1
EAA127f001;Flammwidrig;alphanumerisch;pc-6.1
EAC090f001;Raucharm nach EN 61034-2;logisch;pc-6.1
EAA295f001;Kältebeständig nach EN 60811-1-4;logisch;pc-6.1
EAA232f001;Ölbeständig nach EN 60811-2-1;logisch;pc-6.1
EAA264f001;Min. zul. Kabelaußentemperatur, in Bewegung;numerisch;pc-6.1
EAA265f001;Max. zul. Kabelaußentemperatur, in Bewegung;numerisch;pc-6.1
EAA266f001;Min. zul. Kabelaußentemperatur, fest verlegt;numerisch;pc-6.1
EAA267f001;Max. zul. Kabelaußentemperatur, fest verlegt;numerisch;pc-6.1
EAA286f001;Nennspannung U0;numerisch;pc-6.1
EAA233f001;Nennspannung U;numerisch;pc-6.1
EAA288f001;Ader-Zahl;numerisch;pc-6.1
EAA253f001;Mit Schutzleiter;logisch;pc-6.1
EAA290f001;Tragorgan;alphanumerisch;pc-6.1
EAA243f001;Mantel-Material;alphanumerisch;pc-6.1
EAA236f001;Mantel-Farbe;alphanumerisch;pc-6.1
EAA268f001;Torsionsschutz;logisch;pc-6.1
EAA235f001;Verseilelement;alphanumerisch;pc-6.1
EAA241f001;Schirm über Verseilelement;alphanumerisch;pc-6.1
EAA242f001;Schirm über Verseilung;alphanumerisch;pc-6.1
EAA166f001;Mit Bewehrung;logisch;pc-6.1
EAA036f001;Ader-Kennzeichnung;alphanumerisch;pc-6.1
EAA516f001;Zul. max. Leitertemperatur;numerisch;pc-6.1
EAA281f001;Innere Leitschicht;logisch;pc-6.1
EAA282f001;Äußere Leitschicht;logisch;pc-6.1
EAA291f001;Leiter längswasserdicht;logisch;pc-6.1
EAA255f001;Schichtenmantel;logisch;pc-6.1
EAA256f001;LWL-Elemente;logisch;pc-6.1
EAA285f001;Mit Schirm längswasserdicht;logisch;pc-6.1
EAA168f001;Mit Bleimantel;logisch;pc-6.1
EAA528f001;Datenkabel Cu;logisch;pc-6.1
EAA529f001;Datenkabel LWL;logisch;pc-6.1
EAA530f001;Energiekabel;logisch;pc-6.1
EAA531f001;Telekommunikationskabel Cu;logisch;pc-6.1
EAA532f001;Telekommunikationskabel LWL;logisch;pc-6.1
EAA169f001;Mit Beidraht;logisch;pc-6.1
EAA517f001;Schutzhülle;alphanumerisch;pc-6.1
EAA262f001;Bewehrung/Armierung;alphanumerisch;pc-6.1
EAA518f001;Isolationserhalt;alphanumerisch;pc-6.1
EAA247f001;Innenleiter-Durchmesser;numerisch;pc-6.1
EAA245f001;Innenleiter-Material;alphanumerisch;pc-6.1
EAA257f001;Innenleiter-Klasse;alphanumerisch;pc-6.1
EAA248f001;Außenleiter-Durchmesser;numerisch;pc-6.1
EAA249f001;Außenleiter-Material;alphanumerisch;pc-6.1
EAA244f001;Außenleiter-Form;alphanumerisch;pc-6.1
