Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
EAB872f001;Mit Konstantlichtregelung;logisch;pc-7.0
EAB873f001;HLK-Ansteuerung;logisch;pc-7.0
EAB874f001;Tierschneise;logisch;pc-7.0
EAB875f001;Unterkriechschutz/Rückfeldüberwachung;logisch;pc-7.0
EAB877f001;Optimale Montagehöhe;numerisch;pc-7.0
EAB878f001;Treppenhausüberwachung;logisch;pc-7.0
EAB879f001;Überbrückungsschalter;logisch;pc-7.0
EAB880f001;Max. Reichweite zu einer Seite;numerisch;pc-7.0
EAB881f001;Max. Reichweite frontal;numerisch;pc-7.0
EAB882f001;Erfassungsfeld Durchmesser auf Fußboden;numerisch;pc-7.0
EAB883f001;Geeignet für drahtlose Übertragung;logisch;pc-7.0
EAB884f001;Fernbedienbar;logisch;pc-7.0
EAB886f001;Ansprechempfindlichkeit einstellbar;logisch;pc-7.0
EAB887f001;Ansprechhelligkeit einstellbar;logisch;pc-7.0
EAB888f001;Mit Signaleinheit;logisch;pc-7.0
EAB889f001;Mit Teach-Funktion für Ansprechhelligkeit;logisch;pc-7.0
EAB890f001;Abdimmfunktion mit Dimmeinsatz;logisch;pc-7.0
EAB891f001;Min. Einschaltdauer;numerisch;pc-7.0
EAB892f001;Max. Einschaltdauer;numerisch;pc-7.0
EAB893f001;Min. Erfassungswinkel horizontal;numerisch;pc-7.0
EAB894f001;Max. Erfassungswinkel horizontal;numerisch;pc-7.0
EAB895f001;Min. Ansprechhelligkeit;numerisch;pc-7.0
EAB896f001;Max. Ansprechhelligkeit;numerisch;pc-7.0
EAB897f001;Mit Nebenstelleneingang;logisch;pc-7.0
EAB898f001;Steuerstrom;numerisch;pc-7.0
EAB899f001;Mit Alarmfunktion;logisch;pc-7.0
EAB900f001;Montagehöhe;numerisch;pc-7.0
EAB901f001;Bedruckbar mit;alphanumerisch;pc-7.0
EAB902f001;Geeignet für Leitungsführungskanal;logisch;pc-7.0
EAC561f001;Uhrzeit-Stellung;numerisch;pc-7.0
EAC435f001;Militärausführung;logisch;pc-7.0
EAB676f001;Anzahl der Schuko-Steckdosen;numerisch;pc-7.0
EAC331f001;CEE-Steckdose - 16 A;alphanumerisch;pc-7.0
EAF039f001;CEE-Steckdose - 32 A;alphanumerisch;pc-7.0
EAC173f001;Kabelbestückung;alphanumerisch;pc-7.0
AAC826f001;Kabellänge;numerisch;pc-7.0
EAC170f001;Aderquerschnitt;numerisch;pc-7.0
EAA288f001;Ader-Zahl;numerisch;pc-7.0
EAF040f001;Handhabung;alphanumerisch;pc-7.0
EAF041f001;Art des Netzanschlusses;alphanumerisch;pc-7.0
EAB915f001;Art des Sensors;alphanumerisch;pc-7.0
EAB916f001;Min. Einschalthelligkeit;numerisch;pc-7.0
EAB917f001;Max. Einschalthelligkeit;numerisch;pc-7.0
EAB918f001;Min. Ausschalthelligkeit;numerisch;pc-7.0
EAB919f001;Max. Ausschalthelligkeit;numerisch;pc-7.0
EAB920f001;Ausschaltverzögerung;numerisch;pc-7.0
EAB921f001;Einschaltverzögerung;numerisch;pc-7.0
EAB922f001;Max. Schaltstrom (Ohmsche Last);numerisch;pc-7.0
EAB903f001;Bedienungsart;alphanumerisch;pc-7.0
EAB904f001;Seriendimmer;logisch;pc-7.0
EAB905f001;Lastart;alphanumerisch;pc-7.0
EAB906f001;Mit Lichtwertspeicher;logisch;pc-7.0
EAB907f001;Verwendbar mit Taste;logisch;pc-7.0
EAB908f001;Verwendbar mit Bewegungsmelder;logisch;pc-7.0
EAB909f001;Verwendbar mit Präsenzmelder;logisch;pc-7.0
EAB910f001;Verwendbar mit Zeitschalter/Timer;logisch;pc-7.0
EAB911f001;Verwendbar mit Funktaste;logisch;pc-7.0
EAB912f001;Verwendbar mit IR-Taste;logisch;pc-7.0
EAB913f001;Schaltungsart;alphanumerisch;pc-7.0
EAB914f001;Schaltstrom;numerisch;pc-7.0
EAB923f001;Min. Schaltleistung;numerisch;pc-7.0
EAB925f001;Min. Schaltleistung HLK;numerisch;pc-7.0
EAB926f001;Max. Schaltleistung HLK;numerisch;pc-7.0
EAB927f001;Anzahl der Einbaudosen;numerisch;pc-7.0
EAB928f001;Beleuchtung integriert;logisch;pc-7.0
EAB929f001;Schaltfunktion;alphanumerisch;pc-7.0
AAB860f001;Art der Anzeige;alphanumerisch;pc-7.0
EAA047f001;Leiterquerschnitt;numerisch;pc-7.0
EAB930f001;Geeignet für Dimmer;logisch;pc-7.0
EAB931f001;Geeignet für Pulsdrücker;logisch;pc-7.0
EAB932f001;Geeignet für Rollladenschalter;logisch;pc-7.0
EAB933f001;Geeignet für Jalousieschalter;logisch;pc-7.0
EAB934f001;Geeignet für Jalousie-/Rollladenschalter;logisch;pc-7.0
EAB935f001;Geeignet für Schalter;logisch;pc-7.0
EAB936f001;Im Gehäuse;logisch;pc-7.0
EAB937f001;Im Röhrensockelgehäuse;logisch;pc-7.0
EAB941f001;Als Modul/Platine;logisch;pc-7.0
EAB943f001;Tast-Betrieb;logisch;pc-7.0
EAB944f001;Schalt-Betrieb;logisch;pc-7.0
EAB945f001;Mit Funkhandsender;logisch;pc-7.0
EAB946f001;Mit Funkcodiergerät;logisch;pc-7.0
EAB947f001;Mit Funktaster;logisch;pc-7.0
EAB948f001;Anzahl der Relais;numerisch;pc-7.0
EAB949f001;Funkfrequenz;numerisch;pc-7.0
EAB950f001;Modulation;alphanumerisch;pc-7.0
EAB951f001;Rollingcode-System;logisch;pc-7.0
EAB952f001;Codelänge (Bit);numerisch;pc-7.0
EAB953f001;Anzahl der Befehle;numerisch;pc-7.0
EAB965f001;Klemmen;alphanumerisch;pc-7.0
EAB966f001;Anschlusstechnik;alphanumerisch;pc-7.0
EAB954f001;Anzahl der Bedienelemente;numerisch;pc-7.0
EAB955f001;Anschlussart;alphanumerisch;pc-7.0
EAB956f001;Anzahl der Pole;alphanumerisch;pc-7.0
EAB957f001;Min. Einbau-Ausschnitt;numerisch;pc-7.0
EAB958f001;Max. Einbau-Ausschnitt;numerisch;pc-7.0
EAB959f001;Einbau-Wandstärke;numerisch;pc-7.0
EAB960f001;Umlaufrand;logisch;pc-7.0
EAB964f001;Beleuchtung;alphanumerisch;pc-7.0
EAB961f001;Farbe des Bedienelements;alphanumerisch;pc-7.0
EAB962f001;RAL-Nummer (ähnlich) Bedienelement;numerisch;pc-7.0
EAB963f001;RAL-Nummer (ähnlich) Gehäuse;numerisch;pc-7.0
EAB967f001;Befestigung selbstklebend;logisch;pc-7.0
EAB968f001;Bedruckt;logisch;pc-7.0
EAB971f001;Art des Leuchtmittels;alphanumerisch;pc-7.0
EAB970f001;Mit Blinklicht;logisch;pc-7.0
EAB972f001;Mit feststehendem Symbol/Aufdruck;logisch;pc-7.0
EAB973f001;Mit austauschbarem Symbol;logisch;pc-7.0
EAB974f001;Verwendung als Taster;alphanumerisch;pc-7.0
EAB975f001;Farbe des Leuchtmittels;alphanumerisch;pc-7.0
EAA086f001;Max. Lampenleistung;numerisch;pc-7.0
EAB976f001;Geeignet für IR-Dimmer/Dimmeinsatz;logisch;pc-7.0
EAB977f001;Geeignet für IR-Taster;logisch;pc-7.0
EAB978f001;Geeignet für IR-Jalousieschalter/Jalousieeinsatz;logisch;pc-7.0
EAB979f001;Geeignet für IR-Schalter/Schalteinsatz;logisch;pc-7.0
EAB980f001;Geeignet für Versorgungs-/Schalteinheit;logisch;pc-7.0
EAB981f001;Mit Anzeige;logisch;pc-7.0
EAB982f001;Montage in Einbaudose;logisch;pc-7.0
EAB983f001;Basiselement;logisch;pc-7.0
EAB984f001;Zwischenstecker;logisch;pc-7.0
EAB985f001;Pulskontakt;logisch;pc-7.0
EAB986f001;Jalousieschaltung;logisch;pc-7.0
EAB987f001;Tast-/Tipp-Bedienung;logisch;pc-7.0
EAB988f001;Beleuchtet;logisch;pc-7.0
EAB989f001;Tastschalter;logisch;pc-7.0
EAB990f001;Anzahl der Betätigungswippen;numerisch;pc-7.0
EAB991f001;Schaltstrom für Leuchtstofflampen;numerisch;pc-7.0
EAB992f001;Waschmaschinenschalter;logisch;pc-7.0
EAB993f001;Elektrische und mechanische Verriegelung;logisch;pc-7.0
EAB994f001;Mechanisch bedienbar;logisch;pc-7.0
EAB995f001;Elektronisch bedienbar;logisch;pc-7.0
EAB996f001;Integrierte Zeitschaltuhr;logisch;pc-7.0
EAB997f001;Mit Helligkeitssensoranschluss;logisch;pc-7.0
EAB998f001;Geeignet für Windsensor;logisch;pc-7.0
EAB999f001;Geeignet für Regensensor;logisch;pc-7.0
EAC000f001;Mit Glasbruchmelderanschluss;logisch;pc-7.0
EAC001f001;Mit Astro-Programm;logisch;pc-7.0
EAC002f001;Mit Memory-Funktion;logisch;pc-7.0
EAC003f001;Min. Sonnenschutzwert einstellbar;numerisch;pc-7.0
EAC004f001;Max. Sonnenschutzwert einstellbar;numerisch;pc-7.0
EAC005f001;Min. Dämmerungswert einstellbar;numerisch;pc-7.0
EAC006f001;Max. Dämmerungswert einstellbar;numerisch;pc-7.0
EAC007f001;Mit Zufallsgenerator;logisch;pc-7.0
EAC008f001;Aussperrsicherung;logisch;pc-7.0
EAA072f001;Gangreserve;numerisch;pc-7.0
EAC009f001;Mit Schlüssel;logisch;pc-7.0
EAA771f001;Länge der Anschlussleitung;numerisch;pc-7.0
EAC010f001;Tragring;logisch;pc-7.0
EAC011f001;Mit Staubschutz;logisch;pc-7.0
EAC012f001;Beschriftungsfeld;alphanumerisch;pc-7.0
EAC013f001;Mit Aufdruck;logisch;pc-7.0
EAA150f001;Mit Zugentlastung;logisch;pc-7.0
EAC070f001;Lüsterklemme;logisch;pc-7.0
EAC014f001;Min. Anschlussleistung;numerisch;pc-7.0
AAB852f001;Max. Anschlussleistung;numerisch;pc-7.0
EAC016f001;Geeignet für Aufputzgehäuse für Unterputzgerät;logisch;pc-7.0
EAA243f001;Mantel-Material;alphanumerisch;pc-7.0
EAF042f001;Anschluss 2;alphanumerisch;pc-7.0
EAC017f001;Spannung umschaltbar;logisch;pc-7.0
EAC018f001;Nennspannung niedriger Wert;numerisch;pc-7.0
EAC019f001;Nennspannung hoher Wert;numerisch;pc-7.0
EAB125f001;Stromstärke;numerisch;pc-7.0
EAC025f001;Mit Amerika-Stecker;logisch;pc-7.0
EAC026f001;Mit Südeuropa-Stecker;logisch;pc-7.0
EAC027f001;Mit Commonwealth-Stecker;logisch;pc-7.0
EAC032f001;Ausführung des Schalters;alphanumerisch;pc-7.0
EAC033f001;Ausführung der Steckdose;alphanumerisch;pc-7.0
EAC034f001;Nennstrom Steckdose;numerisch;pc-7.0
EAC028f001;Flanschmaß;alphanumerisch;pc-7.0
EAC029f001;Für erschwerte Bedingungen (nach VDE);logisch;pc-7.0
EAC030f001;Steckrichtung;alphanumerisch;pc-7.0
EAA678f001;RAL-Nummer;numerisch;pc-7.0
EAC031f001;Geeignet für Schutzkontaktstift;logisch;pc-7.0
EAA479f001;Mit Handsender;logisch;pc-7.0
EAC036f001;Wandsender;logisch;pc-7.0
EAC037f001;Fenstersender;logisch;pc-7.0
EAC038f001;Signalübertragung;alphanumerisch;pc-7.0
EAC040f001;Geeignet für Anzeigeelement;logisch;pc-7.0
EAC041f001;Min. Windgeschwindigkeitswert einstellbar;numerisch;pc-7.0
EAC042f001;Max. Windgeschwindigkeitswert einstellbar;numerisch;pc-7.0
EAC043f001;Min. Temperaturwert einstellbar;numerisch;pc-7.0
EAC044f001;Max. Temperaturwert einstellbar;numerisch;pc-7.0
EAC046f001;Mit erhöhtem Berührungsschutz;logisch;pc-7.0
EAC047f001;Auswurfmechanismus;logisch;pc-7.0
EAC048f001;Mit Überspannungsschutz;logisch;pc-7.0
EAC049f001;Fehlerstromschutz;logisch;pc-7.0
EAC051f001;Mit Feinsicherung;logisch;pc-7.0
EAC050f001;Sonderstromversorgung;alphanumerisch;pc-7.0
EAC052f001;Abschaltbar;logisch;pc-7.0
EAC053f001;Verdrehter Zentraleinsatz;logisch;pc-7.0
EAC054f001;Bemessungsfehlerstrom;numerisch;pc-7.0
EAC055f001;Anzahl der Euro-Steckdosen;numerisch;pc-7.0
EAB675f001;Anzahl der CEE-Steckdosen;numerisch;pc-7.0
EAC056f001;Anzahl der Steckdosen mit Erdungsstift;numerisch;pc-7.0
EAC057f001;Anzahl der Kaltgeräte-Steckdosen;numerisch;pc-7.0
EAC058f001;Anzahl der sonstigen Steckdosen;numerisch;pc-7.0
EAC059f001;Ein-/Ausschalter;logisch;pc-7.0
EAC061f001;Netzentstörfilter;logisch;pc-7.0
AAB371f001;Mit Deckel;logisch;pc-7.0
EAB691f001;Länge der Zuleitung;numerisch;pc-7.0
EAA805f001;Geeignet für 19 Zoll-Einbau;logisch;pc-7.0
EAC064f001;Zentraleingang;logisch;pc-7.0
EAC065f001;Anzahl der anschließbaren Motoren;numerisch;pc-7.0
EAC081f001;Mit Textfeld;logisch;pc-7.0
EAC082f001;Abmessungen;alphanumerisch;pc-7.0
EAC066f001;Min. Zeiteinstellung;numerisch;pc-7.0
EAC067f001;Max. Zeiteinstellung;numerisch;pc-7.0
EAC068f001;Kürzester Schaltabstand;numerisch;pc-7.0
EAC069f001;Astroprogramm;logisch;pc-7.0
EAC071f001;Geeignet als Zentralplatte;logisch;pc-7.0
EAC072f001;Geeignet für Hilferufschalter;alphanumerisch;pc-7.0
EAC073f001;Geeignet für Einstellschalter;logisch;pc-7.0
EAC074f001;Geeignet für Zugkontakt;logisch;pc-7.0
EAC075f001;Geeignet für Steckdose;alphanumerisch;pc-7.0
EAA777f001;Busfähig;logisch;pc-7.0
EAC076f001;Geeignet für Hilferuf;alphanumerisch;pc-7.0
EAC077f001;Geeignet für Schwesternrufsystem;logisch;pc-7.0
EAC078f001;Geeignet für Radioübertragung;logisch;pc-7.0
EAC079f001;Geeignet für Programmwahlschalter;logisch;pc-7.0
EAC080f001;Blindplatte;logisch;pc-7.0
EAA273f001;AWG-Querschnitt;numerisch;pc-7.0
EAA032f001;Ader-Isolation;alphanumerisch;pc-7.0
EAA287f001;Mit Schirm;logisch;pc-7.0
EAA284f001;Ader-Farbe;alphanumerisch;pc-7.0
EAA251f001;Halogenfrei nach EN 50267-2-2;logisch;pc-7.0
EAA127f001;Flammwidrig;alphanumerisch;pc-7.0
EAC090f001;Raucharm nach EN 61034-2;logisch;pc-7.0
EAA295f001;Kältebeständig nach EN 60811-1-4;logisch;pc-7.0
EAA232f001;Ölbeständig nach EN 60811-2-1;logisch;pc-7.0
EAA264f001;Min. zul. Kabelaußentemperatur, in Bewegung;numerisch;pc-7.0
EAA265f001;Max. zul. Kabelaußentemperatur, in Bewegung;numerisch;pc-7.0
EAA266f001;Min. zul. Kabelaußentemperatur, fest verlegt;numerisch;pc-7.0
EAA267f001;Max. zul. Kabelaußentemperatur, fest verlegt;numerisch;pc-7.0
EAA286f001;Nennspannung U0;numerisch;pc-7.0
EAA233f001;Nennspannung U;numerisch;pc-7.0
EAA253f001;Mit Schutzleiter;logisch;pc-7.0
EAA290f001;Tragorgan;alphanumerisch;pc-7.0
EAA236f001;Mantel-Farbe;alphanumerisch;pc-7.0
EAA268f001;Torsionsschutz;logisch;pc-7.0
EAA235f001;Verseilelement;alphanumerisch;pc-7.0
EAA241f001;Schirm über Verseilelement;alphanumerisch;pc-7.0
EAA242f001;Schirm über Verseilung;alphanumerisch;pc-7.0
EAA166f001;Mit Bewehrung;logisch;pc-7.0
EAA036f001;Ader-Kennzeichnung;alphanumerisch;pc-7.0
EAA516f001;Zul. max. Leitertemperatur;numerisch;pc-7.0
EAA281f001;Innere Leitschicht;logisch;pc-7.0
EAA282f001;Äußere Leitschicht;logisch;pc-7.0
EAA291f001;Leiter längswasserdicht;logisch;pc-7.0
EAA255f001;Schichtenmantel;logisch;pc-7.0
EAA256f001;LWL-Elemente;logisch;pc-7.0
EAA285f001;Mit Schirm längswasserdicht;logisch;pc-7.0
EAA168f001;Mit Bleimantel;logisch;pc-7.0
EAA528f001;Datenkabel Cu;logisch;pc-7.0
EAA529f001;Datenkabel LWL;logisch;pc-7.0
EAA530f001;Energiekabel;logisch;pc-7.0
EAA531f001;Telekommunikationskabel Cu;logisch;pc-7.0
EAA532f001;Telekommunikationskabel LWL;logisch;pc-7.0
EAA169f001;Mit Beidraht;logisch;pc-7.0
EAA517f001;Schutzhülle;alphanumerisch;pc-7.0
EAA262f001;Bewehrung/Armierung;alphanumerisch;pc-7.0
EAA518f001;Isolationserhalt;alphanumerisch;pc-7.0
EAA247f001;Innenleiter-Durchmesser;numerisch;pc-7.0
EAA245f001;Innenleiter-Material;alphanumerisch;pc-7.0
EAA257f001;Innenleiter-Klasse;alphanumerisch;pc-7.0
EAA248f001;Außenleiter-Durchmesser;numerisch;pc-7.0
EAA249f001;Außenleiter-Material;alphanumerisch;pc-7.0
EAA244f001;Außenleiter-Form;alphanumerisch;pc-7.0
EAA037f001;Dielektrikum;alphanumerisch;pc-7.0
EAA246f001;Wellenwiderstand;numerisch;pc-7.0
EAB400f001;Kabeltyp;alphanumerisch;pc-7.0
EAE032f001;Steckverbindertyp Anschluss 1;alphanumerisch;pc-7.0
EAE033f001;Steckverbindertyp Anschluss 2;alphanumerisch;pc-7.0
EAE034f001;Knickschutztülle;alphanumerisch;pc-7.0
EAE035f001;Rasthebelschutz;logisch;pc-7.0
EAE036f001;Farbe der Knickschutztülle;alphanumerisch;pc-7.0
EAE038f001;Ölbeständig nach EN 60811-404;logisch;pc-7.0
EAE039f001;Kabelkonstruktion;alphanumerisch;pc-7.0
EAE040f001;Pinbelegung;alphanumerisch;pc-7.0
EAE041f001;NVP-Wert;numerisch;pc-7.0
EAA275f001;Hauptleiter-Nennquerschnitt;numerisch;pc-7.0
EAA274f001;Hauptader-Zahl;numerisch;pc-7.0
EAA276f001;Hauptader-Kennzeichnung;alphanumerisch;pc-7.0
EAA277f001;Hilfsleiter-Nennquerschnitt;numerisch;pc-7.0
EAA278f001;Hilfsader-Zahl;numerisch;pc-7.0
EAA258f001;Faser-Anzahl;numerisch;pc-7.0
EAA259f001;Ader-Art;alphanumerisch;pc-7.0
EAA260f001;Faser-Anzahl je Ader;numerisch;pc-7.0
EAA044f001;Faserart;alphanumerisch;pc-7.0
EAA270f001;Kabel längswasserdicht;logisch;pc-7.0
EAA271f001;Kabel querwasserdicht;logisch;pc-7.0
EAA261f001;Kabel metallfrei;logisch;pc-7.0
EAA231f001;Funktionserhalt;alphanumerisch;pc-7.0
EAA514f001;Chemisch beständig;logisch;pc-7.0
EAA515f001;Einblasbar;logisch;pc-7.0
EAC088f001;Kategorie nach EN 50173;alphanumerisch;pc-7.0
EAC089f001;Mit Nagetierschutz;logisch;pc-7.0
EAA520f001;Konzentrischer Leiter;alphanumerisch;pc-7.0
EAA292f001;Konzentrischer Leiter-Nennquerschnitt;numerisch;pc-7.0
EAA524f001;Halogenfrei nach IEC 60754-2;logisch;pc-7.0
EAA525f001;Raucharm nach IEC 61034-2;logisch;pc-7.0
EAA526f001;Isolationserhalt nach IEC 60331;logisch;pc-7.0
EAA527f001;Ölbeständig nach IEC 60811-2-1;logisch;pc-7.0
EAA519f001;Hilfsader-Nennquerschnitt;numerisch;pc-7.0
EAA283f001;Umhüllung;alphanumerisch;pc-7.0
EAA269f001;Anzahl der Verseilelemente;numerisch;pc-7.0
EAA523f001;Verseilung;alphanumerisch;pc-7.0
EAA272f001;Schutzmantel;alphanumerisch;pc-7.0
EAA296f001;Als Außenkabel zulässig;logisch;pc-7.0
EAA279f001;Leiter-Material Leiter 1;alphanumerisch;pc-7.0
EAA254f001;Leiter-Material Leiter 2;alphanumerisch;pc-7.0
EAA280f001;Anzahl der Thermo-Paare;numerisch;pc-7.0
EAA128f001;Spirallänge (geschlossen);numerisch;pc-7.0
EAA129f001;Spirallänge (ausgezogen);numerisch;pc-7.0
EAC171f001;Anzahl der CEE-Dosen;numerisch;pc-7.0
EAF043f001;Selbstschließende Steckdosendeckel;logisch;pc-7.0
EAC174f001;Länge der Leitung;numerisch;pc-7.0
EAC172f001;Automatisches Kabelaufrollen;logisch;pc-7.0
EAC175f001;Mit thermischem Schutz;logisch;pc-7.0
EAF044f001;Anschlussstecker-Typ;alphanumerisch;pc-7.0
AAB907f001;Trommeldurchmesser;numerisch;pc-7.0
EAC537f001;Max. Kabeltrommeldurchmesser;numerisch;pc-7.0
EAC536f001;Max. Kabeltrommelbreite;numerisch;pc-7.0
AAA644f001;Mit Feststeller;logisch;pc-7.0
EAA098f001;Mit Steckdose;logisch;pc-7.0
EAA704f001;Mit Stativhalterung;logisch;pc-7.0
EAA120f001;Betriebsgerät;alphanumerisch;pc-7.0
EAA688f001;Zündgerät;alphanumerisch;pc-7.0
EAA019f001;Schaltung;alphanumerisch;pc-7.0
EAA700f001;Farbe steuerbar (RGB);logisch;pc-7.0
EAA021f001;Geeignet für Durchgangsverdrahtung;logisch;pc-7.0
EAA677f001;Elektrischer Anschluss mit Stecksystem;logisch;pc-7.0
EAA693f001;Werkstoff der Abdeckung;alphanumerisch;pc-7.0
EAA708f001;Farbe der Abdeckung;alphanumerisch;pc-7.0
EAA124f001;Justierbar;logisch;pc-7.0
EAA694f001;Lichtverteilung;alphanumerisch;pc-7.0
AAB575f001;Einbaulänge;numerisch;pc-7.0
EAA148f001;Einbaubreite;numerisch;pc-7.0
EAA155f001;Einbaudurchmesser;numerisch;pc-7.0
EAA710f001;Überrollbar;logisch;pc-7.0
EAA711f001;Max. Oberflächentemperatur;numerisch;pc-7.0
EAC130f001;Betriebsgerät enthalten;logisch;pc-7.0
EAC134f001;Zündgerät enthalten;logisch;pc-7.0
EAA697f001;Art der Leuchte;alphanumerisch;pc-7.0
EAA676f001;Geeignet für Notlicht;logisch;pc-7.0
EAA699f001;Farbtemperatur steuerbar;logisch;pc-7.0
EAA701f001;Direkt-/Indirektanteile separat regelbar;logisch;pc-7.0
EAA690f001;Geeignet für Lichtbandkonfiguration;logisch;pc-7.0
EAA691f001;Geeignet für Pendelaufhängung;logisch;pc-7.0
EAA692f001;Geeignet für Wandmontage;logisch;pc-7.0
EAA091f001;Ausführung des Rasters;alphanumerisch;pc-7.0
EAA696f001;Werkstoff des Rasters;alphanumerisch;pc-7.0
EAA017f001;Reflektor;alphanumerisch;pc-7.0
EAA695f001;Lichtaustritt;alphanumerisch;pc-7.0
EAA714f001;Blendbegrenzung UGR längs;numerisch;pc-7.0
EAA715f001;Blendbegrenzung UGR quer;numerisch;pc-7.0
EAA679f001;Mit Schalter;logisch;pc-7.0
EAA669f001;Schlagfestigkeit;alphanumerisch;pc-7.0
EAA175f001;Ballwurfsicher;logisch;pc-7.0
EAA680f001;Brandschutz D;logisch;pc-7.0
EAA681f001;Brandschutz F;logisch;pc-7.0
EAA682f001;Brandschutz FF;logisch;pc-7.0
EAA684f001;Möbeleinbau, Brandschutz M;logisch;pc-7.0
EAA685f001;Möbeleinbau, Brandschutz MM;logisch;pc-7.0
EAA721f001;Min. Extremtemperaturbereich;numerisch;pc-7.0
EAA720f001;Max. Extremtemperaturbereich;numerisch;pc-7.0
EAA686f001;Glühdrahtprüfung nach IEC 695-2-1;alphanumerisch;pc-7.0
EAA722f001;Reinstraumklasse;numerisch;pc-7.0
EAC135f001;Bildschirmarbeitsplatztauglich;logisch;pc-7.0
EAC150f001;Direkt-/Indirektanteile separat schaltbar;logisch;pc-7.0
EAC151f001;Lampenleistung bei Multiwatt;alphanumerisch;pc-7.0
EAA723f001;Geeignet für Wandeinbau;logisch;pc-7.0
EAA683f001;Einbau in isolierte Decken, Brandschutz F mit Dach;logisch;pc-7.0
EAC152f001;Durchmesser des Leuchtmittels;numerisch;pc-7.0
EAC153f001;Schwenkbare Ausführung;logisch;pc-7.0
EAA687f001;Geeignet zur Aufnahme von lichttechnischem Zubehör;logisch;pc-7.0
EAA070f001;Mit Anschlussschnur und Stecker;logisch;pc-7.0
EAC095f001;Mit CEE-Stecker;logisch;pc-7.0
EAA712f001;Zone;alphanumerisch;pc-7.0
EAA435f001;Temperaturklasse gemäß Richtlinie 94/9/EG;alphanumerisch;pc-7.0
EAA212f001;Aufladbar;logisch;pc-7.0
EAA071f001;Mit Bewegungsmelder;logisch;pc-7.0
EAA186f001;Mechanische Abschirmung;logisch;pc-7.0
EAA187f001;Dauerbetrieb;logisch;pc-7.0
EAA077f001;Einspeisung;alphanumerisch;pc-7.0
EAA188f001;Geeignet für Kennzeichnungsart;alphanumerisch;pc-7.0
EAA189f001;Art der Kennzeichnung;alphanumerisch;pc-7.0
EAA190f001;Automatischer Selbsttest;logisch;pc-7.0
EAA046f001;Schlagfest;logisch;pc-7.0
EAA725f001;Reflektor schwenkbar;logisch;pc-7.0
EAC142f001;Mit Mutter-Tochter-Schaltung;logisch;pc-7.0
EAA689f001;Mit Punktauslass;logisch;pc-7.0
EAA209f001;Mit Stromschiene;logisch;pc-7.0
EAA131f001;Mit Ein-/Ausschalter;logisch;pc-7.0
EAA673f001;Mit Zugschalter;logisch;pc-7.0
EAA674f001;Zentrale Aufhängung;logisch;pc-7.0
EAA726f001;Mit Schutzabdeckung;logisch;pc-7.0
EAA727f001;Werkstoff des Reflektors;alphanumerisch;pc-7.0
EAA213f001;Integrierte Ladevorrichtung;logisch;pc-7.0
EAC181f001;Nebenleuchtmittel;alphanumerisch;pc-7.0
EAC137f001;Blinklichtfunktion Hauptleuchtmittel;logisch;pc-7.0
EAC138f001;Blinklichtfunktion Nebenleuchtmittel;logisch;pc-7.0
EAC139f001;Hauptleuchtmittel;alphanumerisch;pc-7.0
EAC140f001;Lampenleistung Hauptleuchtmittel;numerisch;pc-7.0
EAC141f001;Lampenleistung Nebenleuchtmittel;numerisch;pc-7.0
EAA035f001;Geeignet für Lampentyp;alphanumerisch;pc-7.0
EAC136f001;Geeignet als Inspektionsleuchte;logisch;pc-7.0
EAA137f001;Leistung des Lichtgenerators;numerisch;pc-7.0
EAA706f001;Werkstoff der Faserbündel;alphanumerisch;pc-7.0
EAA038f001;Gesamtanzahl der Fasern;numerisch;pc-7.0
EAA139f001;Durchmesser der Faser;numerisch;pc-7.0
EAA140f001;Mit Farbrad;logisch;pc-7.0
EAA141f001;Farbe des Farbrades;alphanumerisch;pc-7.0
EAA115f001;Ausführung des Leuchtenfußes;alphanumerisch;pc-7.0
EAA705f001;Werkstoff des Leuchtenkopfes;alphanumerisch;pc-7.0
EAA087f001;Mit Trafo;logisch;pc-7.0
EAC129f001;Mit Lichtsensor;logisch;pc-7.0
EAA113f001;Art der Abdeckung;alphanumerisch;pc-7.0
EAA112f001;Einbauhöhe;numerisch;pc-7.0
EAA728f001;Min. Pendellänge;numerisch;pc-7.0
EAA729f001;Max. Pendellänge;numerisch;pc-7.0
EAC154f001;Abhängung mitgeliefert;logisch;pc-7.0
EAA730f001;Werkstoff des Seils;alphanumerisch;pc-7.0
EAA731f001;Seilfarbe;alphanumerisch;pc-7.0
EAA732f001;Mit Befestigungsmaterial;logisch;pc-7.0
EAC157f001;Anzahl der Lichtpunkte;numerisch;pc-7.0
EAC147f001;Mit Fernschalteranschluss (VDE 0100-718, VDE 0108-100);logisch;pc-7.0
EAC148f001;Nennbetriebsdauer;numerisch;pc-7.0
EAC149f001;Überwachungseinrichtung;alphanumerisch;pc-7.0
EAA698f001;Anzahl der Leuchtenköpfe;numerisch;pc-7.0
EAA085f001;Mit Dimmer;logisch;pc-7.0
EAA703f001;Mit Präsenzmelder;logisch;pc-7.0
EAC179f001;Leuchtenköpfe beweglich;logisch;pc-7.0
EAC158f001;Ausstrahlungswinkel (Wert);alphanumerisch;pc-7.0
EAC159f001;Mit Montagebügel;logisch;pc-7.0
EAC132f001;Geeignet für min. Zopfmaß;numerisch;pc-7.0
